chunk_id,section_id,report_id,year,chunk_index,heading,theme,start_pdf_page,end_pdf_page,word_count
R2014_S009_C011,R2014_S009,R2014,2014,11,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,795
R2014_S009_C012,R2014_S009,R2014,2014,12,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,767
R2014_S009_C013,R2014_S009,R2014,2014,13,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,799
R2014_S009_C014,R2014_S009,R2014,2014,14,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,796
R2014_S009_C015,R2014_S009,R2014,2014,15,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,783
R2014_S009_C016,R2014_S009,R2014,2014,16,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,805
R2014_S009_C017,R2014_S009,R2014,2014,17,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,742
R2014_S009_C018,R2014_S009,R2014,2014,18,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,724
R2014_S009_C019,R2014_S009,R2014,2014,19,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,827
R2014_S009_C020,R2014_S009,R2014,2014,20,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,789
R2014_S009_C021,R2014_S009,R2014,2014,21,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,827
R2014_S009_C022,R2014_S009,R2014,2014,22,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,790
R2014_S009_C023,R2014_S009,R2014,2014,23,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,733
R2014_S009_C024,R2014_S009,R2014,2014,24,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,769
R2014_S009_C025,R2014_S009,R2014,2014,25,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,770
R2014_S009_C026,R2014_S009,R2014,2014,26,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,769
R2014_S009_C027,R2014_S009,R2014,2014,27,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,808
R2014_S009_C028,R2014_S009,R2014,2014,28,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,771
R2014_S009_C029,R2014_S009,R2014,2014,29,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,764
R2014_S009_C030,R2014_S009,R2014,2014,30,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,745
R2014_S009_C031,R2014_S009,R2014,2014,31,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,732
R2014_S009_C032,R2014_S009,R2014,2014,32,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,697
R2014_S009_C033,R2014_S009,R2014,2014,33,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,653
R2014_S009_C034,R2014_S009,R2014,2014,34,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,704
R2014_S009_C035,R2014_S009,R2014,2014,35,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,731
R2014_S009_C036,R2014_S009,R2014,2014,36,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,685
R2014_S009_C037,R2014_S009,R2014,2014,37,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,675
R2014_S009_C038,R2014_S009,R2014,2014,38,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,746
R2014_S009_C039,R2014_S009,R2014,2014,39,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,819
R2014_S009_C040,R2014_S009,R2014,2014,40,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,791
R2014_S009_C041,R2014_S009,R2014,2014,41,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,831
R2014_S009_C042,R2014_S009,R2014,2014,42,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,794
R2014_S009_C043,R2014_S009,R2014,2014,43,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,703
R2014_S009_C044,R2014_S009,R2014,2014,44,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,869
R2014_S009_C045,R2014_S009,R2014,2014,45,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,781
R2014_S009_C046,R2014_S009,R2014,2014,46,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,838
R2014_S009_C047,R2014_S009,R2014,2014,47,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,834
R2014_S009_C048,R2014_S009,R2014,2014,48,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,816
R2014_S009_C049,R2014_S009,R2014,2014,49,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,748
R2014_S009_C050,R2014_S009,R2014,2014,50,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,994
R2014_S009_C051,R2014_S009,R2014,2014,51,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,1017
R2014_S009_C052,R2014_S009,R2014,2014,52,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,1030
R2014_S009_C053,R2014_S009,R2014,2014,53,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,1028
R2014_S009_C054,R2014_S009,R2014,2014,54,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,991
R2014_S009_C055,R2014_S009,R2014,2014,55,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,1023
R2014_S009_C056,R2014_S009,R2014,2014,56,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,969
R2014_S009_C057,R2014_S009,R2014,2014,57,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,968
R2014_S009_C058,R2014_S009,R2014,2014,58,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,979
R2014_S009_C059,R2014_S009,R2014,2014,59,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,980
R2014_S009_C060,R2014_S009,R2014,2014,60,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,968
R2014_S009_C061,R2014_S009,R2014,2014,61,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,968
R2014_S009_C062,R2014_S009,R2014,2014,62,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,977
R2014_S009_C063,R2014_S009,R2014,2014,63,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,1016
R2014_S009_C064,R2014_S009,R2014,2014,64,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,1017
R2014_S009_C065,R2014_S009,R2014,2014,65,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,1010
R2014_S009_C066,R2014_S009,R2014,2014,66,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,954
R2014_S009_C067,R2014_S009,R2014,2014,67,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,metod_indikatorer_och_datakallor,65,154,145
R2015_S001_C001,R2015_S001,R2015,2015,1,"För att tolka resultatet på en indikator är det viktigt att gå tillbaka till datakällan för att få förståelse för indikatorns uppbyggnad, vad den avser att mäta, täckningsgrad, mät- period och svarsfrekvens. Denna information finns i bilaga",brukarperspektiv_och_kvalitet,2,6,458
R2015_S002_C001,R2015_S002,R2015,2015,1,Stroke,ovrigt,7,7,104
R2015_S002_C002,R2015_S002,R2015,2015,2,Stroke,ovrigt,7,7,106
R2015_S003_C001,R2015_S003,R2015,2015,1,Läkemedel,lakemedel_och_patientsakerhet,8,8,158
R2015_S003_C002,R2015_S003,R2015,2015,2,Läkemedel,lakemedel_och_patientsakerhet,8,8,152
R2015_S003_C003,R2015_S003,R2015,2015,3,Läkemedel,lakemedel_och_patientsakerhet,8,8,11
R2015_S004_C001,R2015_S004,R2015,2015,1,Indikatorer,metod_indikatorer_och_datakallor,9,11,843
R2015_S004_C002,R2015_S004,R2015,2015,2,Indikatorer,metod_indikatorer_och_datakallor,9,11,840
R2015_S004_C003,R2015_S004,R2015,2015,3,Indikatorer,metod_indikatorer_och_datakallor,9,11,248
R2015_S005_C001,R2015_S005,R2015,2015,1,Analysera resultatet lokalt och regionalt,ovrigt,12,13,455
R2015_S006_C001,R2015_S006,R2015,2015,1,"år och äldre i särskilt boende behandlades med olämpliga läkemedel, vilket är en förbättring med drygt en procent- enhet jämfört med föregående mätperiod. • Män har bättre resultat än kvinnor för 10 av de",omsorgsinsatser_och_boende,14,14,856
R2015_S006_C002,R2015_S006,R2015,2015,2,"år och äldre i särskilt boende behandlades med olämpliga läkemedel, vilket är en förbättring med drygt en procent- enhet jämfört med föregående mätperiod. • Män har bättre resultat än kvinnor för 10 av de",omsorgsinsatser_och_boende,14,14,111
R2015_S007_C001,R2015_S007,R2015,2015,1,• Äldre personer med hemtjänst träffar i genomsnitt,omsorgsinsatser_och_boende,15,16,602
R2015_S008_C001,R2015_S008,R2015,2015,1,Äldre i Sverige,ovrigt,17,17,253
R2015_S009_C001,R2015_S009,R2015,2015,1,Äldres hälsoproblem . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .18 Fall och frakturer,lakemedel_och_patientsakerhet,18,18,316
R2015_S010_C001,R2015_S010,R2015,2015,1,Demenssjukdomar,ovrigt,19,19,718
R2015_S011_C001,R2015_S011,R2015,2015,1,Stroke,ovrigt,20,38,840
R2015_S011_C002,R2015_S011,R2015,2015,2,Stroke,ovrigt,20,38,898
R2015_S011_C003,R2015_S011,R2015,2015,3,Stroke,ovrigt,20,38,846
R2015_S011_C004,R2015_S011,R2015,2015,4,Stroke,ovrigt,20,38,877
R2015_S011_C005,R2015_S011,R2015,2015,5,Stroke,ovrigt,20,38,888
R2015_S011_C006,R2015_S011,R2015,2015,6,Stroke,ovrigt,20,38,837
R2015_S011_C007,R2015_S011,R2015,2015,7,Stroke,ovrigt,20,38,888
R2015_S011_C008,R2015_S011,R2015,2015,8,Stroke,ovrigt,20,38,640
R2015_S011_C009,R2015_S011,R2015,2015,9,Stroke,ovrigt,20,38,791
R2015_S011_C010,R2015_S011,R2015,2015,10,Stroke,ovrigt,20,38,861
R2015_S011_C011,R2015_S011,R2015,2015,11,Stroke,ovrigt,20,38,871
R2015_S011_C012,R2015_S011,R2015,2015,12,Stroke,ovrigt,20,38,838
R2015_S011_C013,R2015_S011,R2015,2015,13,Stroke,ovrigt,20,38,849
R2015_S011_C014,R2015_S011,R2015,2015,14,Stroke,ovrigt,20,38,69
R2015_S012_C001,R2015_S012,R2015,2015,1,Teambaserat arbetssätt,ovrigt,39,46,842
R2015_S012_C002,R2015_S012,R2015,2015,2,Teambaserat arbetssätt,ovrigt,39,46,912
R2015_S012_C003,R2015_S012,R2015,2015,3,Teambaserat arbetssätt,ovrigt,39,46,837
R2015_S012_C004,R2015_S012,R2015,2015,4,Teambaserat arbetssätt,ovrigt,39,46,851
R2015_S012_C005,R2015_S012,R2015,2015,5,Teambaserat arbetssätt,ovrigt,39,46,857
R2015_S012_C006,R2015_S012,R2015,2015,6,Teambaserat arbetssätt,ovrigt,39,46,298
R2015_S013_C001,R2015_S013,R2015,2015,1,Läkemedel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .47 Läkemedelsbiverkningar orsakar akutsjukvård,kommunal_halso_och_sjukvard,47,47,806
R2015_S014_C001,R2015_S014,R2015,2015,1,Läkemedelsgenomgångar,lakemedel_och_patientsakerhet,48,48,625
R2015_S015_C001,R2015_S015,R2015,2015,1,27. Tio eller fler läkemedel i särskilt boende,omsorgsinsatser_och_boende,49,50,852
R2015_S015_C002,R2015_S015,R2015,2015,2,27. Tio eller fler läkemedel i särskilt boende,omsorgsinsatser_och_boende,49,50,623
R2015_S016_C001,R2015_S016,R2015,2015,1,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,909
R2015_S016_C002,R2015_S016,R2015,2015,2,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,834
R2015_S016_C003,R2015_S016,R2015,2015,3,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,840
R2015_S016_C004,R2015_S016,R2015,2015,4,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,843
R2015_S016_C005,R2015_S016,R2015,2015,5,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,864
R2015_S016_C006,R2015_S016,R2015,2015,6,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,831
R2015_S016_C007,R2015_S016,R2015,2015,7,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,838
R2015_S016_C008,R2015_S016,R2015,2015,8,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,830
R2015_S016_C009,R2015_S016,R2015,2015,9,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,812
R2015_S016_C010,R2015_S016,R2015,2015,10,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,792
R2015_S016_C011,R2015_S016,R2015,2015,11,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,815
R2015_S016_C012,R2015_S016,R2015,2015,12,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,833
R2015_S016_C013,R2015_S016,R2015,2015,13,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,832
R2015_S016_C014,R2015_S016,R2015,2015,14,29. Olämpliga läkemedel i särskilt boende,omsorgsinsatser_och_boende,51,74,222
R2015_S017_C001,R2015_S017,R2015,2015,1,"till 24,4 procent. Behandling med olämpliga läkemedel för personer i särskilt boende förekommer inte lika ofta som för dem med hemtjänst. 9,4 procent av personer",omsorgsinsatser_och_boende,75,79,774
R2015_S017_C002,R2015_S017,R2015,2015,2,"till 24,4 procent. Behandling med olämpliga läkemedel för personer i särskilt boende förekommer inte lika ofta som för dem med hemtjänst. 9,4 procent av personer",omsorgsinsatser_och_boende,75,79,785
R2015_S017_C003,R2015_S017,R2015,2015,3,"till 24,4 procent. Behandling med olämpliga läkemedel för personer i särskilt boende förekommer inte lika ofta som för dem med hemtjänst. 9,4 procent av personer",omsorgsinsatser_och_boende,75,79,396
R2015_S018_C001,R2015_S018,R2015,2015,1,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,790
R2015_S018_C002,R2015_S018,R2015,2015,2,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,786
R2015_S018_C003,R2015_S018,R2015,2015,3,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,772
R2015_S018_C004,R2015_S018,R2015,2015,4,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,791
R2015_S018_C005,R2015_S018,R2015,2015,5,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,800
R2015_S018_C006,R2015_S018,R2015,2015,6,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,788
R2015_S018_C007,R2015_S018,R2015,2015,7,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,773
R2015_S018_C008,R2015_S018,R2015,2015,8,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,799
R2015_S018_C009,R2015_S018,R2015,2015,9,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,786
R2015_S018_C010,R2015_S018,R2015,2015,10,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,820
R2015_S018_C011,R2015_S018,R2015,2015,11,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,777
R2015_S018_C012,R2015_S018,R2015,2015,12,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,805
R2015_S018_C013,R2015_S018,R2015,2015,13,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,816
R2015_S018_C014,R2015_S018,R2015,2015,14,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,808
R2015_S018_C015,R2015_S018,R2015,2015,15,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,763
R2015_S018_C016,R2015_S018,R2015,2015,16,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,727
R2015_S018_C017,R2015_S018,R2015,2015,17,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,748
R2015_S018_C018,R2015_S018,R2015,2015,18,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,725
R2015_S018_C019,R2015_S018,R2015,2015,19,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,740
R2015_S018_C020,R2015_S018,R2015,2015,20,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1012
R2015_S018_C021,R2015_S018,R2015,2015,21,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1004
R2015_S018_C022,R2015_S018,R2015,2015,22,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1002
R2015_S018_C023,R2015_S018,R2015,2015,23,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,967
R2015_S018_C024,R2015_S018,R2015,2015,24,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1106
R2015_S018_C025,R2015_S018,R2015,2015,25,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1117
R2015_S018_C026,R2015_S018,R2015,2015,26,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1112
R2015_S018_C027,R2015_S018,R2015,2015,27,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1116
R2015_S018_C028,R2015_S018,R2015,2015,28,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1129
R2015_S018_C029,R2015_S018,R2015,2015,29,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1114
R2015_S018_C030,R2015_S018,R2015,2015,30,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1123
R2015_S018_C031,R2015_S018,R2015,2015,31,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,1125
R2015_S018_C032,R2015_S018,R2015,2015,32,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,976
R2015_S018_C033,R2015_S018,R2015,2015,33,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,901
R2015_S018_C034,R2015_S018,R2015,2015,34,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,911
R2015_S018_C035,R2015_S018,R2015,2015,35,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,903
R2015_S018_C036,R2015_S018,R2015,2015,36,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),omsorgsinsatser_och_boende,80,166,912
