section_id,report_id,year,section_index,heading,all_headings_same_start,heading_sources,theme,start_pdf_page,end_pdf_page,word_count,section_text_path
R2018_S014,R2018,2018,14,Suicid bland äldre,Suicid bland äldre,toc,psykisk_halsa_ensamhet_alkohol,27,27,342,data/corpus_2026/texts/sections/2018/R2018_S014_suicid-bland-aldre.txt
R2018_S015,R2018,2018,15,Brott mot äldre behöver förebyggas och upptäckas,Brott mot äldre behöver förebyggas och upptäckas,toc,ovrigt,28,28,357,data/corpus_2026/texts/sections/2018/R2018_S015_brott-mot-aldre-behover-forebyggas-och-upptackas.txt
R2018_S016,R2018,2018,16,Boendesituation för äldre,Boendesituation för äldre,toc,ovrigt,29,30,997,data/corpus_2026/texts/sections/2018/R2018_S016_boendesituation-for-aldre.txt
R2018_S017,R2018,2018,17,"nor 2016 Levnadsvanor Andel kvinnor 65–84 år Andel män 65–84 år Frukt/grönsaker ≤ 1,3 g/dag* 15","nor 2016 Levnadsvanor Andel kvinnor 65–84 år Andel män 65–84 år Frukt/grönsaker ≤ 1,3 g/dag* 15",toc,jamlikhet_och_minoritetsperspektiv,31,31,455,data/corpus_2026/texts/sections/2018/R2018_S017_nor-2016-levnadsvanor-andel-kvinnor-6584-ar-andel.txt
R2018_S018,R2018,2018,18,4 4 * 5 * 7 * 9 * 10 * 11 * 11 * 13 * 23 * 0 5 10 15 20 25,4 4 * 5 * 7 * 9 * 10 * 11 * 11 * 13 * 23 * 0 5 10 15 20 25,toc,ovrigt,32,34,941,data/corpus_2026/texts/sections/2018/R2018_S018_4-4-5-7-9-10-11-11-13-23-0-5-10-15-20-25.txt
R2018_S019,R2018,2018,19,Fisk/skaldjur ≥ 2 g/vecka 42,Fisk/skaldjur ≥ 2 g/vecka 42,toc,ovrigt,35,36,711,data/corpus_2026/texts/sections/2018/R2018_S019_fisk-skaldjur-2-g-vecka-42.txt
R2018_S020,R2018,2018,20,Kommunal hälso- och sjukvård,Kommunal hälso- och sjukvård,toc,kommunal_halso_och_sjukvard,37,38,738,data/corpus_2026/texts/sections/2018/R2018_S020_kommunal-halso-och-sjukvard.txt
R2018_S021,R2018,2018,21,"Vadstena 49,6 Borgholm 47,8 Lägst medelålder Knivsta 36,7 Knivsta 36,3 Huddinge 38 Huddinge 36,7 Botkyrka 38,1 Botkyrka 36,9 Sundbyberg 38,3 Sundbyberg","Vadstena 49,6 Borgholm 47,8 Lägst medelålder Knivsta 36,7 Knivsta 36,3 Huddinge 38 Huddinge 36,7 Botkyrka 38,1 Botkyrka 36,9 Sundbyberg 38,3 Sundbyberg",toc,ovrigt,39,40,988,data/corpus_2026/texts/sections/2018/R2018_S021_vadstena-49-6-borgholm-47-8-lagst-medelalder-knivs.txt
R2018_S022,R2018,2018,22,Socialtjänstinsatser till äldre personer,Socialtjänstinsatser till äldre personer,toc,omsorgsinsatser_och_boende,41,42,847,data/corpus_2026/texts/sections/2018/R2018_S022_socialtjanstinsatser-till-aldre-personer.txt
R2018_S023,R2018,2018,23,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,43,43,477,data/corpus_2026/texts/sections/2018/R2018_S023_sammanfattande-iakttagelser.txt
R2018_S024,R2018,2018,24,Resurser för vård och omsorg,Kostnader för vård och omsorg om äldre | Resurser för vård och omsorg,toc,personal_kompetens_och_resurser,44,44,427,data/corpus_2026/texts/sections/2018/R2018_S024_resurser-for-vard-och-omsorg.txt
R2018_S025,R2018,2018,25,Personalförsörjning,Personalförsörjning,toc,personal_kompetens_och_resurser,45,45,348,data/corpus_2026/texts/sections/2018/R2018_S025_personalforsorjning.txt
R2018_S026,R2018,2018,26,Professionsmiljarden 2016 – satsning för att stärka hälso- och sjukvården,Professionsmiljarden 2016 – satsning för att stärka hälso- och sjukvården,toc,kommunal_halso_och_sjukvard,46,46,437,data/corpus_2026/texts/sections/2018/R2018_S026_professionsmiljarden-2016-satsning-for-att-starka.txt
R2018_S027,R2018,2018,27,Bemanning inom äldreomsorgen,Bemanning inom äldreomsorgen,toc,jamlikhet_och_minoritetsperspektiv,47,47,419,data/corpus_2026/texts/sections/2018/R2018_S027_bemanning-inom-aldreomsorgen.txt
R2018_S028,R2018,2018,28,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,48,48,260,data/corpus_2026/texts/sections/2018/R2018_S028_sammanfattande-iakttagelser.txt
R2018_S029,R2018,2018,29,Kunskapsbaserad vård och omsorg,Äldre förskrivs färre olämpliga läkemedel | Kunskapsbaserad vård och omsorg,toc,ovrigt,49,50,697,data/corpus_2026/texts/sections/2018/R2018_S029_kunskapsbaserad-vard-och-omsorg.txt
R2018_S030,R2018,2018,30,Övervikt** 36,Övervikt** 36,toc,ovrigt,51,51,280,data/corpus_2026/texts/sections/2018/R2018_S030_overvikt-36.txt
R2018_S031,R2018,2018,31,Ny version av indikatorer för god läkemedelsterapi hos äldre,Ny version av indikatorer för god läkemedelsterapi hos äldre,toc,lakemedel_och_patientsakerhet,52,53,711,data/corpus_2026/texts/sections/2018/R2018_S031_ny-version-av-indikatorer-for-god-lakemedelsterapi.txt
R2018_S032,R2018,2018,32,Tandvård och tandhälsa,Tandvård och tandhälsa,toc,munhalsa_och_tandvard,54,59,2051,data/corpus_2026/texts/sections/2018/R2018_S032_tandvard-och-tandhalsa.txt
R2018_S033,R2018,2018,33,Ett första steg mot en nationell demensstrategi,Ett första steg mot en nationell demensstrategi,toc,ovrigt,60,61,619,data/corpus_2026/texts/sections/2018/R2018_S033_ett-forsta-steg-mot-en-nationell-demensstrategi.txt
R2018_S034,R2018,2018,34,Nationella riktlinjer för vård och omsorg vid demenssjukdom,Nationella riktlinjer för vård och omsorg vid demenssjukdom,toc,ovrigt,62,62,338,data/corpus_2026/texts/sections/2018/R2018_S034_nationella-riktlinjer-for-vard-och-omsorg-vid-deme.txt
R2018_S035,R2018,2018,35,Fysisk aktivitet ≥ 30 min/dag**** 58,Fysisk aktivitet ≥ 30 min/dag**** 58,toc,ovrigt,63,63,402,data/corpus_2026/texts/sections/2018/R2018_S035_fysisk-aktivitet-30-min-dag-58.txt
R2018_S036,R2018,2018,36,Flera nya nationella riktlinjer,Flera nya nationella riktlinjer,toc,ovrigt,64,64,466,data/corpus_2026/texts/sections/2018/R2018_S036_flera-nya-nationella-riktlinjer.txt
R2018_S037,R2018,2018,37,Stöd för äldre med nedsatt beslutsförmåga att uttrycka sin vilja,Stöd för äldre med nedsatt beslutsförmåga att uttrycka sin vilja,toc,ovrigt,65,65,402,data/corpus_2026/texts/sections/2018/R2018_S037_stod-for-aldre-med-nedsatt-beslutsformaga-att-uttr.txt
R2018_S038,R2018,2018,38,Evidensbaserad praktik i socialtjänsten,Evidensbaserad praktik i socialtjänsten | Stöd till yrkesintroduktion för baspersonal,toc,ovrigt,66,66,476,data/corpus_2026/texts/sections/2018/R2018_S038_evidensbaserad-praktik-i-socialtjansten.txt
R2018_S039,R2018,2018,39,Mer forskning inom äldreområdet behövs,Mer forskning inom äldreområdet behövs,toc,ovrigt,67,67,401,data/corpus_2026/texts/sections/2018/R2018_S039_mer-forskning-inom-aldreomradet-behovs.txt
R2018_S040,R2018,2018,40,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,68,68,103,data/corpus_2026/texts/sections/2018/R2018_S040_sammanfattande-iakttagelser.txt
R2018_S041,R2018,2018,41,Säker vård och omsorg,Säker vård och omsorg | Säkerhet och trygghet för äldre personer,toc,ovrigt,69,70,796,data/corpus_2026/texts/sections/2018/R2018_S041_saker-vard-och-omsorg.txt
R2018_S042,R2018,2018,42,Individens behov i centrum inom äldreomsorgen,Individens behov i centrum inom äldreomsorgen,toc,ovrigt,71,71,437,data/corpus_2026/texts/sections/2018/R2018_S042_individens-behov-i-centrum-inom-aldreomsorgen.txt
R2018_S043,R2018,2018,43,Fast vårdkontakt och samordnad individuell plan,Fast vårdkontakt och samordnad individuell plan | Utskrivningsklara personer i behov av kommunala insatser,toc,sammanhallen_vard_och_samverkan,72,72,424,data/corpus_2026/texts/sections/2018/R2018_S043_fast-vardkontakt-och-samordnad-individuell-plan.txt
R2018_S044,R2018,2018,44,Personalkontinuitet i hemtjänsten,Personalkontinuitet i hemtjänsten,toc,omsorgsinsatser_och_boende,73,73,317,data/corpus_2026/texts/sections/2018/R2018_S044_personalkontinuitet-i-hemtjansten.txt
R2018_S045,R2018,2018,45,Insatser för att undvika undernäring hos äldre,Insatser för att undvika undernäring hos äldre,toc,lakemedel_och_patientsakerhet,74,75,804,data/corpus_2026/texts/sections/2018/R2018_S045_insatser-for-att-undvika-undernaring-hos-aldre.txt
R2018_S046,R2018,2018,46,Anmälningar och klagomål inom vården och omsorgen om äldre,Anmälningar och klagomål inom vården och omsorgen om äldre,toc,ovrigt,76,77,558,data/corpus_2026/texts/sections/2018/R2018_S046_anmalningar-och-klagomal-inom-varden-och-omsorgen.txt
R2018_S047,R2018,2018,47,Nya regler om företrädarskap,Ett samlat stöd inom patientsäkerhet | Nya regler om företrädarskap,toc,ovrigt,78,78,320,data/corpus_2026/texts/sections/2018/R2018_S047_nya-regler-om-foretradarskap.txt
R2018_S048,R2018,2018,48,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,79,79,347,data/corpus_2026/texts/sections/2018/R2018_S048_sammanfattande-iakttagelser.txt
R2018_S049,R2018,2018,49,Jämlik vård och omsorg,Är kvinnor mindre nöjda med sin vård och omsorg? | Behov av att inkludera transperspektiv i vård och omsorg om äldre | Jämlik vård och omsorg,toc,jamlikhet_och_minoritetsperspektiv,80,80,344,data/corpus_2026/texts/sections/2018/R2018_S049_jamlik-vard-och-omsorg.txt
R2018_S050,R2018,2018,50,Palliativ vård behöver bli bättre och mer jämlik,Palliativ vård behöver bli bättre och mer jämlik,toc,kommunal_halso_och_sjukvard,81,83,1328,data/corpus_2026/texts/sections/2018/R2018_S050_palliativ-vard-behover-bli-battre-och-mer-jamlik.txt
R2018_S051,R2018,2018,51,Ökning av andelen utrikesfödda personer 65 år och äldre,Ökning av andelen utrikesfödda personer 65 år och äldre,toc,jamlikhet_och_minoritetsperspektiv,84,84,301,data/corpus_2026/texts/sections/2018/R2018_S051_okning-av-andelen-utrikesfodda-personer-65-ar-och.txt
R2018_S052,R2018,2018,52,Nationella minoriteter – språk och kultur i äldreomsorg,Nationella minoriteter – språk och kultur i äldreomsorg,toc,jamlikhet_och_minoritetsperspektiv,85,85,357,data/corpus_2026/texts/sections/2018/R2018_S052_nationella-minoriteter-sprak-och-kultur-i-aldreoms.txt
R2018_S053,R2018,2018,53,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,86,86,365,data/corpus_2026/texts/sections/2018/R2018_S053_sammanfattande-iakttagelser.txt
R2018_S054,R2018,2018,54,Tillgänglig vård och omsorg,Äldre fortsätter vänta länge på landets akutmottagningar | Ojämn utveckling av e-hälsa och välfärdsteknik i kommunerna | Tillgänglig vård och omsorg,toc,ovrigt,87,88,838,data/corpus_2026/texts/sections/2018/R2018_S054_tillganglig-vard-och-omsorg.txt
R2018_S055,R2018,2018,55,Äldres internetanvändning,Äldres internetanvändning,toc,digitalisering_och_valfardsteknik,89,89,280,data/corpus_2026/texts/sections/2018/R2018_S055_aldres-internetanvandning.txt
R2018_S056,R2018,2018,56,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,90,98,2165,data/corpus_2026/texts/sections/2018/R2018_S056_sammanfattande-iakttagelser.txt
R2019_S001,R2019,2019,1,Äldre och alkohol,"Aktuell utveckling | Äldre och alkohol | Äldres psykiska hälsa | Att förebygga och behandla undernäring | E-hälsa och välfärdsteknik i äldreomsorgen | Fallförebyggande insatser för äldre | Fler äldre drabbas av kroniska sjukdomar | Förebygga trycksår – en vinst för alla | Hjälpmedlen underlättar vardagen | Informell omsorg/närståendes omsorg | Kompetensförsörjningen i hälso- och sjukvården | Kostnader för vård och omsorg om äldre | Kunskapsbaserad vård och omsorg | Nationella riktlinjer betonar vikten av stöd till riskgrupper | Personalen i äldreomsorgen – utmaningar och möjligheter | Resurser för vård och omsorg | Riskförebyggande åtgärder inom områdena undernäring, nedsatt munhälsa, trycksår och fall | Sammanfattande iakttagelser | Skillnaden i medellivslängd minskar | Vård och omsorg om äldre står inför stora utmaningar | Webbutbildning om palliativ vård",xlsx_heading_search,psykisk_halsa_ensamhet_alkohol,7,7,205,data/corpus_2026/texts/sections/2019/R2019_S001_aldre-och-alkohol.txt
R2019_S002,R2019,2019,2,En tillgänglig miljö,Äldre förskrivs färre olämpliga läkemedel | Äldre med intellektuella funktionsnedsättningar | Boendesituation för äldre | En tillgänglig miljö | Jämlik vård och omsorg | Klagomål och anmälningar inom vården och omsorgen om äldre | Kommunal hälso- och sjukvård | Läkemedelsrelaterade skador | Många som får tandvårdsstöd är äldre | Nationell handlingsplan för ökad patientsäkerhet | Nationella minoriteter – språk och kultur i äldreomsorg | Ökad andel kommuner har beredskap för höga temperaturer | Säker vård och omsorg | Samverkan för äldres välbefinnande | Socialtjänstinsatserna till äldre personer minskar | Tillgänglig vård och omsorg | Uppskattning av kostnaderna för läkemedelsorsakad sjuklighet hos äldre | Vårdskador förekommer mer hos äldre,xlsx_heading_search,ovrigt,8,8,129,data/corpus_2026/texts/sections/2019/R2019_S002_en-tillganglig-miljo.txt
R2019_S003,R2019,2019,3,Socialtjänstinsatser till äldre minskar,Kommunernas socialtjänst ökar användningen av digitala arbetssätt | Psykisk ohälsa hos äldre behöver uppmärksammas | Sammanfattning | Socialtjänstinsatser till äldre minskar,toc,omsorgsinsatser_och_boende,9,9,389,data/corpus_2026/texts/sections/2019/R2019_S003_socialtjanstinsatser-till-aldre-minskar.txt
R2019_S004,R2019,2019,4,Förebyggande arbete behöver prioriteras,Fler personer med omfattande vård- och omsorgsinsatser behöver en samordnad individuell plan | Förebyggande arbete behöver prioriteras | Fortsatt positiv utveckling av förskrivning av läkemedel,toc,ovrigt,10,11,393,data/corpus_2026/texts/sections/2019/R2019_S004_forebyggande-arbete-behover-prioriteras.txt
R2019_S005,R2019,2019,5,Inledning,Agenda 2030 | God vård och omsorg | Inledning | Rapportens upplägg,toc,ovrigt,12,12,346,data/corpus_2026/texts/sections/2019/R2019_S005_inledning.txt
R2019_S006,R2019,2019,6,egenmakt. • Mål 10: Minskad ojämlikhet.,Datakällor som använts för att ta fram rapporten | egenmakt. • Mål 10: Minskad ojämlikhet.,toc,jamlikhet_och_minoritetsperspektiv,13,13,122,data/corpus_2026/texts/sections/2019/R2019_S006_egenmakt-mal-10-minskad-ojamlikhet.txt
R2019_S007,R2019,2019,7,Aktuell utveckling,Aktuell utveckling | Skillnaden i medellivslängd minskar,toc,demografi_och_aktuell_utveckling,14,14,214,data/corpus_2026/texts/sections/2019/R2019_S007_aktuell-utveckling.txt
R2019_S008,R2019,2019,8,"lands län – 81,5 år. För kvinnorna är medellivslängden kortast i Västernorr- lands län – 82,8 år. Högst medellivslängd för kvinnor finns i Kronobergs län – 84,8 år.","lands län – 81,5 år. För kvinnorna är medellivslängden kortast i Västernorr- lands län – 82,8 år. Högst medellivslängd för kvinnor finns i Kronobergs län – 84,8 år.",toc,demografi_och_aktuell_utveckling,15,16,483,data/corpus_2026/texts/sections/2019/R2019_S008_lands-lan-81-5-ar-for-kvinnorna-ar-medellivslangde.txt
R2019_S009,R2019,2019,9,Befolkningsframskrivning andel kvinnor och män 80 år eller äldre i befolkningen 2018 till 2050. Figur 4. Andel personer 80 år eller äldre i befolkningen,Befolkningsframskrivning andel kvinnor och män 80 år eller äldre i befolkningen 2018 till 2050. Figur 4. Andel personer 80 år eller äldre i befolkningen,toc,demografi_och_aktuell_utveckling,17,19,1429,data/corpus_2026/texts/sections/2019/R2019_S009_befolkningsframskrivning-andel-kvinnor-och-man-80.txt
R2019_S010,R2019,2019,10,Äldre och alkohol,Äldre och alkohol,toc,psykisk_halsa_ensamhet_alkohol,20,20,450,data/corpus_2026/texts/sections/2019/R2019_S010_aldre-och-alkohol.txt
R2019_S011,R2019,2019,11,Äldres psykiska hälsa,Äldres psykiska hälsa,toc,psykisk_halsa_ensamhet_alkohol,21,33,4402,data/corpus_2026/texts/sections/2019/R2019_S011_aldres-psykiska-halsa.txt
R2019_S012,R2019,2019,12,E-hälsa och välfärdsteknik i äldreomsorgen,E-hälsa och välfärdsteknik i äldreomsorgen,toc,digitalisering_och_valfardsteknik,34,41,3432,data/corpus_2026/texts/sections/2019/R2019_S012_e-halsa-och-valfardsteknik-i-aldreomsorgen.txt
R2019_S013,R2019,2019,13,Hjälpmedlen underlättar vardagen,Hjälpmedlen underlättar vardagen,toc,ovrigt,42,42,293,data/corpus_2026/texts/sections/2019/R2019_S013_hjalpmedlen-underlattar-vardagen.txt
R2019_S014,R2019,2019,14,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,43,44,611,data/corpus_2026/texts/sections/2019/R2019_S014_sammanfattande-iakttagelser.txt
R2019_S015,R2019,2019,15,Resurser för vård och omsorg,Kostnader för vård och omsorg om äldre | Resurser för vård och omsorg,toc,personal_kompetens_och_resurser,45,47,1028,data/corpus_2026/texts/sections/2019/R2019_S015_resurser-for-vard-och-omsorg.txt
R2019_S016,R2019,2019,16,Personalen i äldreomsorgen – utmaningar och möjligheter,Personalen i äldreomsorgen – utmaningar och möjligheter,toc,jamlikhet_och_minoritetsperspektiv,48,51,1734,data/corpus_2026/texts/sections/2019/R2019_S016_personalen-i-aldreomsorgen-utmaningar-och-mojlighe.txt
R2019_S017,R2019,2019,17,Kompetensförsörjningen i hälso- och sjukvården,Kompetensförsörjningen i hälso- och sjukvården,toc,kommunal_halso_och_sjukvard,52,53,774,data/corpus_2026/texts/sections/2019/R2019_S017_kompetensforsorjningen-i-halso-och-sjukvarden.txt
R2019_S018,R2019,2019,18,Informell omsorg/närståendes omsorg,Informell omsorg/närståendes omsorg,toc,ovrigt,54,54,473,data/corpus_2026/texts/sections/2019/R2019_S018_informell-omsorg-narstaendes-omsorg.txt
R2019_S019,R2019,2019,19,"boende.1 Om behoven inom åldersgruppen fortsätter vara desamma, och tillgänglig- heten till insatser oförändrad, innebär det att cirka 291 000 personer kan för- väntas ha insatser enligt SoL 2030, vilket motsvarar en ökning med cirka","boende.1 Om behoven inom åldersgruppen fortsätter vara desamma, och tillgänglig- heten till insatser oförändrad, innebär det att cirka 291 000 personer kan för- väntas ha insatser enligt SoL 2030, vilket motsvarar en ökning med cirka",toc,ovrigt,55,56,597,data/corpus_2026/texts/sections/2019/R2019_S019_boende-1-om-behoven-inom-aldersgruppen-fortsatter.txt
R2019_S020,R2019,2019,20,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,57,58,398,data/corpus_2026/texts/sections/2019/R2019_S020_sammanfattande-iakttagelser.txt
R2019_S021,R2019,2019,21,Kunskapsbaserad vård och omsorg,Fler äldre drabbas av kroniska sjukdomar | Kunskapsbaserad vård och omsorg,toc,ovrigt,59,59,351,data/corpus_2026/texts/sections/2019/R2019_S021_kunskapsbaserad-vard-och-omsorg.txt
R2019_S022,R2019,2019,22,"Riskförebyggande åtgärder inom områdena undernäring, nedsatt munhälsa, trycksår och fall","Riskförebyggande åtgärder inom områdena undernäring, nedsatt munhälsa, trycksår och fall",toc,lakemedel_och_patientsakerhet,60,60,431,data/corpus_2026/texts/sections/2019/R2019_S022_riskforebyggande-atgarder-inom-omradena-undernarin.txt
R2019_S023,R2019,2019,23,Att förebygga och behandla undernäring,Att förebygga och behandla undernäring,toc,lakemedel_och_patientsakerhet,61,62,620,data/corpus_2026/texts/sections/2019/R2019_S023_att-forebygga-och-behandla-undernaring.txt
R2019_S024,R2019,2019,24,Fallförebyggande insatser för äldre,Fallförebyggande insatser för äldre | identifierade riskområden. För särskilt boende var motsvarande siffra,toc,lakemedel_och_patientsakerhet,63,65,1090,data/corpus_2026/texts/sections/2019/R2019_S024_fallforebyggande-insatser-for-aldre.txt
R2019_S025,R2019,2019,25,Förebygga trycksår – en vinst för alla,Förebygga trycksår – en vinst för alla,toc,lakemedel_och_patientsakerhet,66,68,1103,data/corpus_2026/texts/sections/2019/R2019_S025_forebygga-trycksar-en-vinst-for-alla.txt
R2019_S026,R2019,2019,26,Nationella riktlinjer betonar vikten av stöd till riskgrupper,Nationella riktlinjer betonar vikten av stöd till riskgrupper,toc,ovrigt,69,69,323,data/corpus_2026/texts/sections/2019/R2019_S026_nationella-riktlinjer-betonar-vikten-av-stod-till.txt
R2019_S027,R2019,2019,27,Sammanfattande iakttagelser,Sammanfattande iakttagelser | Webbutbildning om palliativ vård,toc,jamlikhet_och_minoritetsperspektiv,70,70,371,data/corpus_2026/texts/sections/2019/R2019_S027_sammanfattande-iakttagelser.txt
R2019_S028,R2019,2019,28,Säker vård och omsorg,Äldre förskrivs färre olämpliga läkemedel | Säker vård och omsorg,toc,ovrigt,71,72,755,data/corpus_2026/texts/sections/2019/R2019_S028_saker-vard-och-omsorg.txt
R2019_S029,R2019,2019,29,Läkemedelsrelaterade skador,Läkemedelsrelaterade skador,toc,lakemedel_och_patientsakerhet,73,73,418,data/corpus_2026/texts/sections/2019/R2019_S029_lakemedelsrelaterade-skador.txt
R2019_S030,R2019,2019,30,Uppskattning av kostnaderna för läkemedelsorsakad sjuklighet hos äldre,Uppskattning av kostnaderna för läkemedelsorsakad sjuklighet hos äldre,toc,lakemedel_och_patientsakerhet,74,74,404,data/corpus_2026/texts/sections/2019/R2019_S030_uppskattning-av-kostnaderna-for-lakemedelsorsakad.txt
R2019_S031,R2019,2019,31,Nationell handlingsplan för ökad patientsäkerhet,Nationell handlingsplan för ökad patientsäkerhet,toc,lakemedel_och_patientsakerhet,75,75,436,data/corpus_2026/texts/sections/2019/R2019_S031_nationell-handlingsplan-for-okad-patientsakerhet.txt
R2019_S032,R2019,2019,32,Vårdskador förekommer mer hos äldre,Vårdskador förekommer mer hos äldre,toc,lakemedel_och_patientsakerhet,76,78,1037,data/corpus_2026/texts/sections/2019/R2019_S032_vardskador-forekommer-mer-hos-aldre.txt
R2019_S033,R2019,2019,33,Klagomål och anmälningar inom vården och omsorgen om äldre,Klagomål och anmälningar inom vården och omsorgen om äldre,toc,ovrigt,79,81,1203,data/corpus_2026/texts/sections/2019/R2019_S033_klagomal-och-anmalningar-inom-varden-och-omsorgen.txt
R2019_S034,R2019,2019,34,opererades för grå starr ökat till cirka 63 000 personer [7]. Även i gruppen,opererades för grå starr ökat till cirka 63 000 personer [7]. Även i gruppen,toc,ovrigt,82,82,253,data/corpus_2026/texts/sections/2019/R2019_S034_opererades-for-gra-starr-okat-till-cirka-63-000-pe.txt
R2019_S035,R2019,2019,35,Samverkan för äldres välbefinnande,Samverkan för äldres välbefinnande,toc,sammanhallen_vard_och_samverkan,83,84,726,data/corpus_2026/texts/sections/2019/R2019_S035_samverkan-for-aldres-valbefinnande.txt
R2019_S036,R2019,2019,36,Ökad andel kommuner har beredskap för höga temperaturer,Ökad andel kommuner har beredskap för höga temperaturer,toc,ovrigt,85,85,417,data/corpus_2026/texts/sections/2019/R2019_S036_okad-andel-kommuner-har-beredskap-for-hoga-tempera.txt
R2019_S037,R2019,2019,37,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,86,87,430,data/corpus_2026/texts/sections/2019/R2019_S037_sammanfattande-iakttagelser.txt
R2019_S038,R2019,2019,38,Jämlik vård och omsorg,Jämlik vård och omsorg | Många som får tandvårdsstöd är äldre,toc,jamlikhet_och_minoritetsperspektiv,88,88,441,data/corpus_2026/texts/sections/2019/R2019_S038_jamlik-vard-och-omsorg.txt
R2019_S039,R2019,2019,39,Kommunal hälso- och sjukvård,Kommunal hälso- och sjukvård,toc,kommunal_halso_och_sjukvard,89,92,1534,data/corpus_2026/texts/sections/2019/R2019_S039_kommunal-halso-och-sjukvard.txt
R2019_S040,R2019,2019,40,Äldre med intellektuella funktionsnedsättningar,Äldre med intellektuella funktionsnedsättningar,toc,ovrigt,93,95,1270,data/corpus_2026/texts/sections/2019/R2019_S040_aldre-med-intellektuella-funktionsnedsattningar.txt
R2019_S041,R2019,2019,41,Sammanfattande iakttagelser,Nationella minoriteter – språk och kultur i äldreomsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,96,97,436,data/corpus_2026/texts/sections/2019/R2019_S041_sammanfattande-iakttagelser.txt
R2019_S042,R2019,2019,42,Tillgänglig vård och omsorg,Socialtjänstinsatserna till äldre personer minskar | Tillgänglig vård och omsorg,toc,ovrigt,98,98,470,data/corpus_2026/texts/sections/2019/R2019_S042_tillganglig-vard-och-omsorg.txt
R2019_S043,R2019,2019,43,Boendesituation för äldre,Boendesituation för äldre,toc,ovrigt,99,101,1007,data/corpus_2026/texts/sections/2019/R2019_S043_boendesituation-for-aldre.txt
R2019_S044,R2019,2019,44,Antal personer per 100 000 invånare Skador lår/höft 17 300 3 700 16 000 3,Antal personer per 100 000 invånare Skador lår/höft 17 300 3 700 16 000 3,toc,ovrigt,102,102,377,data/corpus_2026/texts/sections/2019/R2019_S044_antal-personer-per-100-000-invanare-skador-lar-hof.txt
R2019_S045,R2019,2019,45,En tillgänglig miljö,En tillgänglig miljö,toc,ovrigt,103,104,851,data/corpus_2026/texts/sections/2019/R2019_S045_en-tillganglig-miljo.txt
R2019_S046,R2019,2019,46,Sammanfattande iakttagelser,Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,105,116,3739,data/corpus_2026/texts/sections/2019/R2019_S046_sammanfattande-iakttagelser.txt
R2020_S001,R2020,2020,1,"miljarder människor mellan 2000 och 2017, vilket motsvarar en ökning om 1,1 procent per år [4]. Världens befolkning blir samtidigt allt äldre och ande- len personer som är över 65 år uppgick 2018 till 9 procent, en ökning med","miljarder människor mellan 2000 och 2017, vilket motsvarar en ökning om 1,1 procent per år [4]. Världens befolkning blir samtidigt allt äldre och ande- len personer som är över 65 år uppgick 2018 till 9 procent, en ökning med",toc,demografi_och_aktuell_utveckling,6,6,2,data/corpus_2026/texts/sections/2020/R2020_S001_miljarder-manniskor-mellan-2000-och-2017-vilket-mo.txt
R2020_S002,R2020,2020,2,Psykiatrisk vård,"Aktuell utveckling | Äldre förskrivs färre olämpliga läkemedel | Äldres ekonomiska situation | Alkohol och äldre | En nationell strategi för demenssjukdom | Fallförebyggande insatser för äldre | Hälsosamma matvanor är viktigt högt upp i åldrarna | Kostnader för vården och omsorgen om äldre | Kunskapsbaserad vård och omsorg | Många äldre känner sig ensamma | Nedsatt psykisk hälsa | Personalen i äldreomsorgen | Personalen i vården och omsorgen av äldre – utmaningar och möjligheter | Psykiatrisk vård | Resurser för vård och omsorg | Riskförebyggande åtgärder inom områdena undernäring, nedsatt munhälsa, trycksår och fall | Säker vård och omsorg | Sammanfattande iakttagelser | Samordning och tvärsektoriell samverkan genom Nationella vårdkompetensrådet | Stora utmaningar för vården och omsorgen | Strokevården blir bättre men behöver fokusera mer på de äldre | Vaccinationstäckningen bland äldre skulle kunna bli bättre | Vården och omsorgen om äldre står inför stora utmaningar | Viktigt att följa utvecklingen vad gäller anhörigas omsorg",xlsx_heading_search,ovrigt,7,7,187,data/corpus_2026/texts/sections/2020/R2020_S002_psykiatrisk-vard.txt
