report_id,year,heading_index,heading,source,printed_page,estimated_pdf_page,toc_pdf_page,theme
R2014,2014,46,Tillgång till personal i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,47,Tillgänglighet,xlsx_heading_search,,8,,ovrigt
R2014,2014,48,Tillräckligt med tid,xlsx_heading_search,,8,,ovrigt
R2014,2014,49,Tio eller fler läkemedel,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2014,2014,50,Tre eller fler psykofarmaka bland äldre,xlsx_heading_search,,8,,ovrigt
R2014,2014,51,Upplevelse av trygghet i ordinärt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,52,Upplevelse av trygghet i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,53,Utevistelse och aktiviteter,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2014,2014,54,Utvecklingsarbete inom området mat och måltidsmiljö,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2014,2014,55,Väntetider till särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,56,Vård och omsorg vid demenssjukdom,xlsx_heading_search,,8,,ovrigt
R2014,2014,57,"Indikatorerna benämns åtgärder mot fall, undernäring,",toc,9,9,11,lakemedel_och_patientsakerhet
R2014,2014,58,insatser för vård och omsorg kan förbättras och utvecklas. Att uppnå goda resultat inom samtliga dimensioner för god vård och omsorg är ett mål att sträva efter.,toc,11,11,13,ovrigt
R2014,2014,59,"relativa, och varken rikets medelvärde eller ett grönt resul -",toc,12,12,14,ovrigt
R2014,2014,60,uppdrag Resurs- användning Produktions- volym Eﬀekt- resultat Mål- uppfyllelse Eﬀektivitet Produktivitet Process- kvalitet,toc,14,14,16,brukarperspektiv_och_kvalitet
R2014,2014,61,"80-tal kommuner medverkar inom äldreomsorgen, gör det möjligt att analysera effektiviteten [3,4].",toc,15,15,17,ovrigt
R2014,2014,62,• fysisk aktivitet • goda matvanor.,toc,16,16,18,brukarperspektiv_och_kvalitet
R2014,2014,63,nya indikatorn heter frakturer på lår och höft och visar antalet frakturer på lår och höft per 100 000 invånare,toc,65,65,10,metod_indikatorer_och_datakallor
R2014,2014,64,"till en ökad medellivslängd [6]. Sedan 1990-talet har med- ellivslängden ökat för både kvinnor och män i Sverige. År 2013 var medellivslängden för kvinnor drygt 84 år, och för män drygt 80 år. Den återstående medellivslängden vid",toc,65,65,18,demografi_och_aktuell_utveckling
R2015,2015,1,"För att tolka resultatet på en indikator är det viktigt att gå tillbaka till datakällan för att få förståelse för indikatorns uppbyggnad, vad den avser att mäta, täckningsgrad, mät- period och svarsfrekvens. Denna information finns i bilaga",toc,2,2,14,brukarperspektiv_och_kvalitet
R2015,2015,2,Äldre i Sverige,xlsx_heading_search,,7,,ovrigt
R2015,2015,3,Äldres boende,xlsx_heading_search,,7,,ovrigt
R2015,2015,4,Äldres hälsa och livssituation,xlsx_heading_search,,7,,demografi_och_aktuell_utveckling
R2015,2015,5,Äldres hälsoproblem,xlsx_heading_search,,7,,ovrigt
R2015,2015,6,"Bemötande, förtroende och trygghet i hemtjänst",xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,7,Demenssjukdomar,xlsx_heading_search,,7,,ovrigt
R2015,2015,8,Fall och frakturer,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2015,2015,9,Förändring av självskattad hälsa för hemtjänsttagare 65 år och äldre,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,10,"Hälsosamt åldrande, livsvillkor och vanor",xlsx_heading_search,,7,,ovrigt
R2015,2015,11,Indikatorer för vård och omsorg i ordinärt boende,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,12,Inflytande och tillräckligt med tid i hemtjänsten,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,13,Kommunens ansvar och utförare,xlsx_heading_search,,7,,ovrigt
R2015,2015,14,Kontakt med personal i ordinärt boende,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,15,Nya indikatorer,xlsx_heading_search,,7,,metod_indikatorer_och_datakallor
R2015,2015,16,Personalkontinuitet i hemtjänsten,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,17,Psykisk ohälsa,xlsx_heading_search,,7,,psykisk_halsa_ensamhet_alkohol
R2015,2015,18,Riskförebyggande vård och omsorg i ordinärt boende,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,19,Stroke,xlsx_heading_search,,7,,ovrigt
R2015,2015,20,Tvångs- och begränsningsåtgärder,xlsx_heading_search,,7,,ovrigt
R2015,2015,21,Vård och omsorg i ordinärt och särskilt boende,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2015,2015,22,Aktiviteter och känsla av ensamhet i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,23,Antipsykotiska läkemedel,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2015,2015,24,Antipsykotiska läkemedel i hemtjänsten,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,25,Antipsykotiska läkemedel i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,26,Bedömning av hemtjänsten i sin helhet,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,27,Bedömning av särskilt boende i sin helhet,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,28,"Bemötande, förtroende och trygghet i särskilt boende",xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,29,Bevara hälsa och självständighet,xlsx_heading_search,,8,,ovrigt
R2015,2015,30,Boendemiljö i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,31,Bruk av tryckavlastande underlag,xlsx_heading_search,,8,,ovrigt
R2015,2015,32,Brytpunktsamtal,xlsx_heading_search,,8,,ovrigt
R2015,2015,33,eHälsa och välfärdsteknik,xlsx_heading_search,,8,,digitalisering_och_valfardsteknik
R2015,2015,34,"Fallskador, 80 år och äldre",xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2015,2015,35,Flera sätt för säkrare läkemedelsanvändning,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2015,2015,36,Frakturer på lår och höft bland personer 65 år och äldre,xlsx_heading_search,,8,,ovrigt
R2015,2015,37,Funktionsförmåga 12 månader efter stroke,xlsx_heading_search,,8,,jamlikhet_och_minoritetsperspektiv
R2015,2015,38,Hemsjukvård och kommunal hälso- och sjukvård,xlsx_heading_search,,8,,kommunal_halso_och_sjukvard
R2015,2015,39,Indikatorer för sammanhållen vård och omsorg,xlsx_heading_search,,8,,sammanhallen_vard_och_samverkan
R2015,2015,40,Indikatorer för vård och omsorg i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,41,"Kommunal hälso- och sjukvård, en del av det samlade hälso- och sjukvårdssystemet",xlsx_heading_search,,8,,kommunal_halso_och_sjukvard
R2015,2015,42,Kontakt med personal i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,43,Läkemedel,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2015,2015,44,Läkemedelsbiverkningar orsakar akutsjukvård,xlsx_heading_search,,8,,kommunal_halso_och_sjukvard
R2015,2015,45,Läkemedelsgenomgångar,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2015,2015,46,Mat och måltidsmiljö i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,47,Möjlighet att påverka i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,48,Olämpliga läkemedel,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2015,2015,49,Olämpliga läkemedel i hemtjänsten,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,50,Olämpliga läkemedel i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,51,Riskförebyggande vård och omsorg i särskilt boende för äldre,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,52,Sammanhållen vård och omsorg,xlsx_heading_search,,8,,sammanhallen_vard_och_samverkan
R2015,2015,53,Smärtskattning sista levnadsveckan,xlsx_heading_search,,8,,ovrigt
R2015,2015,54,Teambaserat arbetssätt,xlsx_heading_search,,8,,ovrigt
R2015,2015,55,Tillgodosedda rehabiliteringsbehov efter stroke,xlsx_heading_search,,8,,kommunal_halso_och_sjukvard
R2015,2015,56,Tio eller fler läkemedel,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2015,2015,57,Tio eller fler läkemedel i hemtjänsten,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,58,Tio eller fler läkemedel i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,59,Tre eller fler psykofarmaka,xlsx_heading_search,,8,,ovrigt
R2015,2015,60,Tre eller fler psykofarmaka i hemtjänsten,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,61,Tre eller fler psykofarmaka i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,62,Utmaningar och möjligheter,xlsx_heading_search,,8,,jamlikhet_och_minoritetsperspektiv
R2015,2015,63,Utskrivningsklara,xlsx_heading_search,,8,,sammanhallen_vard_och_samverkan
R2015,2015,64,Väntetid till särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2015,2015,65,Webbkollen,xlsx_heading_search,,8,,ovrigt
R2015,2015,66,Bakgrundsmått,toc,9,9,7,brukarperspektiv_och_kvalitet
R2015,2015,67,Datakällor i årets rapport . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .9 Nationella enkätundersökningar,toc,9,9,7,metod_indikatorer_och_datakallor
R2015,2015,68,Indikatorer,toc,9,9,7,metod_indikatorer_och_datakallor
R2015,2015,69,Nationella kvalitetsregister,toc,9,9,7,brukarperspektiv_och_kvalitet
R2015,2015,70,Officiell statistik,toc,9,9,7,ovrigt
R2015,2015,71,Analysera resultatet lokalt och regionalt,toc,12,12,7,ovrigt
R2015,2015,72,Gruppindelad statistik . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .12 Resultat och analys på enhets- och verksamhetsnivå,toc,12,12,7,ovrigt
R2015,2015,73,"år och äldre i särskilt boende behandlades med olämpliga läkemedel, vilket är en förbättring med drygt en procent- enhet jämfört med föregående mätperiod. • Män har bättre resultat än kvinnor för 10 av de",toc,14,14,9,omsorgsinsatser_och_boende
R2015,2015,74,• Äldre personer med hemtjänst träffar i genomsnitt,toc,15,15,9,omsorgsinsatser_och_boende
R2015,2015,75,Äldre i Sverige,toc,17,17,7,ovrigt
R2015,2015,76,Äldres hälsoproblem . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .18 Fall och frakturer,toc,18,18,7,lakemedel_och_patientsakerhet
R2015,2015,77,Demenssjukdomar,toc,19,19,7,ovrigt
R2015,2015,78,Psykisk ohälsa,toc,20,20,7,psykisk_halsa_ensamhet_alkohol
R2015,2015,79,Stroke,toc,20,20,7,ovrigt
R2015,2015,80,Tvångs- och begränsningsåtgärder,toc,20,20,7,ovrigt
R2015,2015,81,Bevara hälsa och självständighet,toc,39,39,8,ovrigt
R2015,2015,82,Teambaserat arbetssätt,toc,39,39,8,ovrigt
R2015,2015,83,Läkemedel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .47 Läkemedelsbiverkningar orsakar akutsjukvård,toc,47,47,8,kommunal_halso_och_sjukvard
R2015,2015,84,Flera sätt för säkrare läkemedelsanvändning,toc,48,48,8,lakemedel_och_patientsakerhet
R2015,2015,85,Läkemedelsgenomgångar,toc,48,48,8,lakemedel_och_patientsakerhet
R2015,2015,86,Tre eller fler psykofarmaka . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .48 24. Tre eller fler psykofarmaka i hemtjänsten,toc,48,48,8,omsorgsinsatser_och_boende
R2015,2015,87,25. Tre eller fler psykofarmaka i särskilt boende,toc,49,49,8,omsorgsinsatser_och_boende
R2015,2015,88,27. Tio eller fler läkemedel i särskilt boende,toc,49,49,8,omsorgsinsatser_och_boende
R2015,2015,89,Tio eller fler läkemedel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .49 26. Tio eller fler läkemedel i hemtjänsten,toc,49,49,8,omsorgsinsatser_och_boende
R2015,2015,90,29. Olämpliga läkemedel i särskilt boende,toc,51,51,8,omsorgsinsatser_och_boende
R2015,2015,91,31. Antipsykotiska läkemedel i särskilt boende,toc,51,51,8,omsorgsinsatser_och_boende
R2015,2015,92,Antipsykotiska läkemedel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .51 30. Antipsykotiska läkemedel i hemtjänsten,toc,51,51,8,omsorgsinsatser_och_boende
R2015,2015,93,Olämpliga läkemedel . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .51 28. Olämpliga läkemedel i hemtjänsten,toc,51,51,8,omsorgsinsatser_och_boende
R2015,2015,94,"till 24,4 procent. Behandling med olämpliga läkemedel för personer i särskilt boende förekommer inte lika ofta som för dem med hemtjänst. 9,4 procent av personer",toc,75,75,9,omsorgsinsatser_och_boende
R2015,2015,95,15effektiVitet figur 1: Kommunernas kostnad per äldre som känner sig mycket trygg i särskilt boende (varje prick motsvarar en kommun) 1600000 1200000 800000 400000 20 40 60Trygghet (%),toc,80,80,17,omsorgsinsatser_och_boende
R2016,2016,1,"vänder myndigheten det gemensamma begreppet god vård och omsorg, som utgår från bestämmelserna i",toc,2,2,11,ovrigt
R2016,2016,2,vänds i 3 kap.,toc,3,3,11,ovrigt
R2016,2016,3,"§ socialtjänstlagen (2001:453), SoL, och",toc,6,6,11,ovrigt
R2016,2016,4,Aktuell utveckling,xlsx_heading_search,,7,,demografi_och_aktuell_utveckling
R2016,2016,5,Äldre får vänta länge på akutmottagningen,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2016,2016,6,Äldres behov i centrum – behovsinriktat och systematiskt arbetssätt,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2016,2016,7,Äldres behov tillgodoses inte,xlsx_heading_search,,7,,ovrigt
R2016,2016,8,Äldres levnadsvillkor är beroende av varje lands generella levnadsstandard,xlsx_heading_search,,7,,ovrigt
R2016,2016,9,Äldres rätt att bo tillsammans,xlsx_heading_search,,7,,jamlikhet_och_minoritetsperspektiv
R2016,2016,10,Befolkningsutveckling,xlsx_heading_search,,7,,demografi_och_aktuell_utveckling
R2016,2016,11,"duell plan, SIP, om den plan som avses i HSL och SoL (3 f § HSL och 2 kap",toc,7,7,17,sammanhallen_vard_och_samverkan
R2016,2016,12,En svag ökning av tillförda resurser inom äldreomsorgen,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2016,2016,13,En utvecklad och mer individanpassad primärvård,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2016,2016,14,Individanpassad vård och omsorg,xlsx_heading_search,,7,,ovrigt
R2016,2016,15,Jämlik vård och omsorg,xlsx_heading_search,,7,,jamlikhet_och_minoritetsperspektiv
R2016,2016,16,Kommunal hälso- och sjukvård,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2016,2016,17,Kompetensutveckling av vård- och omsorgspersonal,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2016,2016,18,Kostnader för äldreomsorgen,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2016,2016,19,Kunskapsbaserad vård och omsorg,xlsx_heading_search,,7,,ovrigt
R2016,2016,20,Läkemedelshantering i kommunal hälso- och sjukvård,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2016,2016,21,Nationella minoriteters rätt till äldreomsorg,xlsx_heading_search,,7,,jamlikhet_och_minoritetsperspektiv
R2016,2016,22,Olämplig läkemedelsförskrivning till äldre minskar,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2016,2016,23,Regionala skillnader i förekomst av LSS-insatser för personer äldre än 65 år,xlsx_heading_search,,7,,ovrigt
R2016,2016,24,Sa mmanfattning,toc,7,7,7,jamlikhet_och_minoritetsperspektiv
R2016,2016,25,Säker vård och omsorg,xlsx_heading_search,,7,,ovrigt
R2016,2016,26,Självmord,xlsx_heading_search,,7,,psykisk_halsa_ensamhet_alkohol
R2016,2016,27,Socialtjänstens insatser,xlsx_heading_search,,7,,ovrigt
R2016,2016,28,Tillgänglig vård och omsorg,xlsx_heading_search,,7,,ovrigt
R2016,2016,29,Trygghetslarm och larmmottagning,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2016,2016,30,Uppföljning av valfrihet i äldreomsorgen,xlsx_heading_search,,7,,ovrigt
R2016,2016,31,Välfärdsteknik,xlsx_heading_search,,7,,digitalisering_och_valfardsteknik
R2016,2016,32,Vilka flyttar in på särskilt boende?,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2016,2016,33,1975 1495 92,toc,8,8,13,ovrigt
R2016,2016,34,God vård och omsorg,toc,9,9,7,ovrigt
R2016,2016,35,Inledning,toc,9,9,7,ovrigt
R2016,2016,36,Rapportens upplägg,toc,9,9,7,ovrigt
R2016,2016,37,ska förhindra skador. Verksamheten ska också präglas av rättssäkerhet. 1 I detta område ingår evidensbaserad praktik.,toc,9,9,11,ovrigt
R2016,2016,38,Undernäring,xlsx_heading_search,,9,,lakemedel_och_patientsakerhet
R2016,2016,39,D atakällor,toc,10,10,7,ovrigt
R2016,2016,40,2014 1 632 321 1/uni00A0953 Källa: SCB.,toc,11,11,13,ovrigt
R2016,2016,41,Aktuell utveckling,toc,11,11,7,demografi_och_aktuell_utveckling
R2016,2016,42,Befolkningsutveckling,toc,11,11,7,demografi_och_aktuell_utveckling
R2016,2016,43,Antal år,toc,12,12,14,ovrigt
R2016,2016,44,Äldres levnadsvillkor är beroende av varje lands generella levnadsstandard,toc,14,14,7,ovrigt
R2016,2016,45,för den äldre.,toc,15,15,17,ovrigt
R2016,2016,46,procent insatser från närstående.,toc,16,16,18,ovrigt
R2016,2016,47,Självmord,toc,16,16,7,psykisk_halsa_ensamhet_alkohol
R2016,2016,48,Aktuell utveckling Källa: OECD.,toc,17,17,15,demografi_och_aktuell_utveckling
R2016,2016,49,En svag ökning av tillförda resurser inom äldreomsorgen,toc,18,18,7,personal_kompetens_och_resurser
R2016,2016,50,R esurser för vård och omsorg,toc,18,18,7,ovrigt
R2016,2016,51,Kostnader för äldreomsorgen,toc,19,19,7,personal_kompetens_och_resurser
R2016,2016,52,1980 2487 23,toc,20,20,13,ovrigt
R2016,2016,53,Resurser för vård och omsorg,xlsx_heading_search,,20,,personal_kompetens_och_resurser
R2016,2016,54,S atsningen på en ökad bemanning inom äldreomsorgen,toc,21,21,7,jamlikhet_och_minoritetsperspektiv
R2016,2016,55,Socialtjänstens insatser,toc,22,22,7,ovrigt
R2016,2016,56,Satsningen på en ökad bemanning inom äldreomsorgen,xlsx_heading_search,,23,,jamlikhet_och_minoritetsperspektiv
R2016,2016,57,Vilka flyttar in på särskilt boende?,toc,23,23,7,omsorgsinsatser_och_boende
R2016,2016,58,Kunskapsbaserad vård och omsorg,toc,25,25,7,ovrigt
R2016,2016,59,Olämplig läkemedelsförskrivning till äldre minskar,toc,25,25,7,lakemedel_och_patientsakerhet
R2016,2016,60,Regionala skillnader i förekomst av LSS-insatser för personer äldre än 65 år,toc,29,29,7,ovrigt
R2016,2016,61,Kompetensutveckling av vård- och omsorgspersonal,toc,31,31,7,personal_kompetens_och_resurser
R2016,2016,62,Äldres behov tillgodoses inte,toc,34,34,7,ovrigt
R2016,2016,63,Säker vård och omsorg,toc,34,34,7,ovrigt
R2016,2016,64,Läkemedelshantering i kommunal hälso- och sjukvård,toc,38,38,7,kommunal_halso_och_sjukvard
R2016,2016,65,Trygghetslarm och larmmottagning,toc,38,38,7,omsorgsinsatser_och_boende
R2016,2016,66,Und ernäring,toc,39,39,7,ovrigt
R2016,2016,67,"5 F ördelningen av kostnaderna uppskattas till 20 procent sjukvårdskostnader, 40 procent offentlig omsorg och",toc,40,40,18,kommunal_halso_och_sjukvard
R2016,2016,68,Äldres behov i centrum – behovsinriktat och systematiskt arbetssätt,toc,42,42,7,brukarperspektiv_och_kvalitet
R2016,2016,69,Individanpassad vård och omsorg,toc,42,42,7,ovrigt
R2016,2016,70,Kommunal hälso- och sjukvård,toc,42,42,7,kommunal_halso_och_sjukvard
R2016,2016,71,En utvecklad och mer individanpassad primärvård,toc,44,44,7,kommunal_halso_och_sjukvard
R2016,2016,72,Jämlik vård och omsorg,toc,47,47,7,jamlikhet_och_minoritetsperspektiv
R2016,2016,73,Välfärdsteknik,toc,47,47,7,digitalisering_och_valfardsteknik
R2016,2016,74,A ndel utrikesfödda äldre ökar,toc,48,48,7,jamlikhet_och_minoritetsperspektiv
R2016,2016,75,Nationella minoriteters rätt till äldreomsorg,toc,48,48,7,jamlikhet_och_minoritetsperspektiv
R2016,2016,76,Äldre får vänta länge på akutmottagningen,toc,49,49,7,kommunal_halso_och_sjukvard
R2016,2016,77,Andel utrikesfödda äldre ökar,xlsx_heading_search,,50,,jamlikhet_och_minoritetsperspektiv
R2016,2016,78,Tillgänglig vård och omsorg,toc,51,51,7,ovrigt
R2016,2016,79,Uppföljning av valfrihet i äldreomsorgen,toc,51,51,7,ovrigt
R2016,2016,80,Äldres rätt att bo tillsammans,toc,52,52,7,jamlikhet_och_minoritetsperspektiv
R2016,2016,81,Databaser,toc,56,56,7,ovrigt
R2017,2017,1,hur myndigheten anser att god vård och omsorg ska vara: • Kunskapsbaserad. Vården och omsorgen ska baseras på bästa tillgängliga kunskap och bygga på både vetenskap och beprövad erfarenhet.,toc,1,1,8,ovrigt
R2017,2017,2,"specifika behov, förväntningar och integritet. Individen ska ges möjlighet att vara delaktig.",toc,2,2,8,ovrigt
R2017,2017,3,Aktuell utveckling,xlsx_heading_search,,5,,demografi_och_aktuell_utveckling
R2017,2017,4,Äldre förskrivs färre olämpliga läkemedel,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2017,2017,5,Äldre och alkohol,xlsx_heading_search,,5,,psykisk_halsa_ensamhet_alkohol
R2017,2017,6,Äldreomsorgens effektivitet,xlsx_heading_search,,5,,ovrigt
R2017,2017,7,Allt fler får kommunal hälso- och sjukvård,xlsx_heading_search,,5,,kommunal_halso_och_sjukvard
R2017,2017,8,Åtgärder vid nedsatt munhälsa,xlsx_heading_search,,5,,munhalsa_och_tandvard
R2017,2017,9,Bemanning inom äldreomsorgen,xlsx_heading_search,,5,,jamlikhet_och_minoritetsperspektiv
R2017,2017,10,Blåsdysfunktion är ett folkhälsoproblem,xlsx_heading_search,,5,,ovrigt
R2017,2017,11,Bostadstillägg för pensionärer,xlsx_heading_search,,5,,ovrigt
R2017,2017,12,Den åldrande befolkningen,xlsx_heading_search,,5,,demografi_och_aktuell_utveckling
R2017,2017,13,Förebygga fallolyckor,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2017,2017,14,Fortsatt många äldre tar läkemedel som kan ge muntorrhet,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2017,2017,15,Hälsofrämjande aktiviteter,xlsx_heading_search,,5,,brukarperspektiv_och_kvalitet
R2017,2017,16,Hemsjukvård och socialtjänstinsatser,xlsx_heading_search,,5,,omsorgsinsatser_och_boende
R2017,2017,17,Kommunal hälso- och sjukvård,xlsx_heading_search,,5,,kommunal_halso_och_sjukvard
R2017,2017,18,Kompetensförsörjningen inom vården och omsorgen om äldre – en förstudie,xlsx_heading_search,,5,,personal_kompetens_och_resurser
R2017,2017,19,Kostnader för vård och omsorg om äldre,xlsx_heading_search,,5,,personal_kompetens_och_resurser
R2017,2017,20,Kunskapsbaserad vård och omsorg,xlsx_heading_search,,5,,ovrigt
R2017,2017,21,Många problem med äldres läkemedelsanvändning kvarstår,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2017,2017,22,Nationell statistik över personal i äldreomsorgen,xlsx_heading_search,,5,,personal_kompetens_och_resurser
R2017,2017,23,Olika boenden för äldre,xlsx_heading_search,,5,,ovrigt
R2017,2017,24,Resurser för vård och omsorg,xlsx_heading_search,,5,,personal_kompetens_och_resurser
R2017,2017,25,Självmord är vanligare bland män än bland kvinnor,xlsx_heading_search,,5,,psykisk_halsa_ensamhet_alkohol
R2017,2017,26,Socialtjänstinsatser till äldre personer,xlsx_heading_search,,5,,omsorgsinsatser_och_boende
R2017,2017,27,Stora kostnader för fallskador,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2017,2017,28,Tandhälsa bland äldre,xlsx_heading_search,,5,,ovrigt
R2017,2017,29,Väntetiden till särskilt boende har ökat,xlsx_heading_search,,5,,omsorgsinsatser_och_boende
R2017,2017,30,Äldre fortsätter få vänta länge på landets akutmottagningar,xlsx_heading_search,,6,,kommunal_halso_och_sjukvard
R2017,2017,31,Äldres behov tillgodoses inte alltid,xlsx_heading_search,,6,,ovrigt
R2017,2017,32,Allt vanligare med välfärdsteknik inom äldreomsorgen,xlsx_heading_search,,6,,digitalisering_och_valfardsteknik
R2017,2017,33,Andelen utrikesfödda äldre ökar,xlsx_heading_search,,6,,jamlikhet_och_minoritetsperspektiv
R2017,2017,34,Avstått läkemedel eftersom de inte haft råd,xlsx_heading_search,,6,,lakemedel_och_patientsakerhet
R2017,2017,35,Basala hygienrutiner och klädregler omfattar fler verksamheter,xlsx_heading_search,,6,,ovrigt
R2017,2017,36,Brist på kvalificerade tolkar hotar patientsäkerhet och personlig integritet,xlsx_heading_search,,6,,lakemedel_och_patientsakerhet
R2017,2017,37,Brister i rapporteringen om äldres tandhälsa och nödvändig tandvård,xlsx_heading_search,,6,,munhalsa_och_tandvard
R2017,2017,38,En lyckad kompetenssatsning,xlsx_heading_search,,6,,personal_kompetens_och_resurser
R2017,2017,39,En utmaning att samordna insatser,xlsx_heading_search,,6,,jamlikhet_och_minoritetsperspektiv
R2017,2017,40,Flera utbildningssatsningar under 2016,xlsx_heading_search,,6,,ovrigt
R2017,2017,41,Från Äldres behov i centrum till Individens behov i centrum,xlsx_heading_search,,6,,ovrigt
R2017,2017,42,Från samverkan till samordnad vård och omsorg,xlsx_heading_search,,6,,sammanhallen_vard_och_samverkan
R2017,2017,43,Jämlik vård och omsorg,xlsx_heading_search,,6,,jamlikhet_och_minoritetsperspektiv
R2017,2017,44,Minoritetsspråk i äldreomsorgen,xlsx_heading_search,,6,,jamlikhet_och_minoritetsperspektiv
R2017,2017,45,Nationella riktlinjer,xlsx_heading_search,,6,,ovrigt
R2017,2017,46,Översyn av särskilt tandvårdsbidrag och tandvård till hälso- och sjukvårdsavgift,xlsx_heading_search,,6,,kommunal_halso_och_sjukvard
R2017,2017,47,Palliativ vård behöver bli bättre,xlsx_heading_search,,6,,kommunal_halso_och_sjukvard
R2017,2017,48,Personalkontinuitet i hemtjänsten,xlsx_heading_search,,6,,omsorgsinsatser_och_boende
R2017,2017,49,Säker vård och omsorg,xlsx_heading_search,,6,,ovrigt
R2017,2017,50,Samordnad individuell plan,xlsx_heading_search,,6,,sammanhallen_vard_och_samverkan
R2017,2017,51,Stöd till anhöriga,xlsx_heading_search,,6,,ovrigt
R2017,2017,52,Systematisk uppföljning på gruppnivå,xlsx_heading_search,,6,,brukarperspektiv_och_kvalitet
